File Name,File Format,Preservation Normalization Attempted,Preservation Normalization Failed,Preservation Conformance Check,Already in Preservation Format,Access Normalization Attempted,Access Normalization Failed,Already in Access Format,Access Conformance Check
RG456-05/RG456-05-10/WOM_Deborah_Wandell.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/984f45f9-3260-483e-9788-e1bef56f8e23/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/78bec4e7-a339-4724-a955-ac9e822640f5/",No,No,Passed "https://archtorontomu.scholarsportal.info/task/9c975c69-ea97-4a90-8c1c-d331f62efa54/"
RG456-05/RG456-05-07/RG456-05-07-001.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/1c56d83c-4837-45c3-aa38-8747a03cdd8f/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/80e782f8-1843-40d4-a170-c049fc394a00/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-10-001.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/5bcb3b6d-52dd-47ba-ae73-302a477d058b/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/ab09fc61-56a9-49e1-9ac9-18b84a1ae1c4/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-32-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/f0ce0daa-9f58-4510-8fd1-c67a5db22746/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/0e6ca3ef-1bc3-481b-9b15-113f304363d6/",No,No,N/A
RG456-05/RG456-05-10/WOM_Deborah_Wandell.mp3,MPEG1/2AudioLayer3,Yes "https://archtorontomu.scholarsportal.info/task/60bc2a48-51dc-4b20-bba9-df42a9d9a808/",No,Passed "https://archtorontomu.scholarsportal.info/task/df5210d9-4430-4598-9db0-002285da85f5/",No,Yes "https://archtorontomu.scholarsportal.info/task/52f3453d-a021-48eb-9b97-8d625e6d4b20/",No,No,Passed "https://archtorontomu.scholarsportal.info/task/1728d092-029d-452d-bcfe-eb084c8e658f/"
RG456-05/RG456-05-01/RG456-05-01-013.mp3,MPEG1/2AudioLayer3,Yes "https://archtorontomu.scholarsportal.info/task/c5f90068-9e7e-4077-98d5-3db8ef89fa73/",No,Passed "https://archtorontomu.scholarsportal.info/task/5d7a74e4-08cc-48ec-8e6d-f864156b7fbd/",No,Yes "https://archtorontomu.scholarsportal.info/task/8570befb-7990-43c7-a35d-2cde71f6698c/",No,No,Passed "https://archtorontomu.scholarsportal.info/task/1635a1b9-5a0d-4598-8d60-3c56217cef83/"
RG456-05/RG456-05-01/RG456-05-01-020.mp3,MPEG1/2AudioLayer3,Yes "https://archtorontomu.scholarsportal.info/task/83aff7d3-e8dd-4547-b5de-273aefd8c999/",No,Passed "https://archtorontomu.scholarsportal.info/task/2c6df419-3142-4709-bbf2-3facc923439f/",No,Yes "https://archtorontomu.scholarsportal.info/task/9ea036a5-c99d-405a-896d-278c5fcd9bf2/",No,No,Passed "https://archtorontomu.scholarsportal.info/task/26e43971-f86a-4f06-bf3f-511570f2eab0/"
RG456-05/RG456-05-01/RG456-05-01-006.mp3,MPEG1/2AudioLayer3,Yes "https://archtorontomu.scholarsportal.info/task/8529c0b8-c793-4f07-8fe7-615c990804b2/",No,Passed "https://archtorontomu.scholarsportal.info/task/4756b59f-3dc6-4ad7-9dd1-20476c331212/",No,Yes "https://archtorontomu.scholarsportal.info/task/c4f4237f-0389-47a4-99c2-527c08a32e49/",No,No,Passed "https://archtorontomu.scholarsportal.info/task/43676e96-25e4-4fbf-a08e-a48f37e4aba9/"
RG456-05/RG456-05-01/RG456-05-01-009.mp3,MPEG1/2AudioLayer3,Yes "https://archtorontomu.scholarsportal.info/task/fb818864-0dc8-41c9-8bcc-989402940f59/",No,Passed "https://archtorontomu.scholarsportal.info/task/ffee7567-9203-49ce-b58d-57ce7226378b/",No,Yes "https://archtorontomu.scholarsportal.info/task/3f4a8dc5-a42d-483e-9804-7d3ff2c02a39/",No,No,Passed "https://archtorontomu.scholarsportal.info/task/e735f749-f45d-447e-adb7-774bb85e2aee/"
RG456-05/RG456-05-01/RG456-05-01-002.mp3,MPEG1/2AudioLayer3,Yes "https://archtorontomu.scholarsportal.info/task/1faac2ef-7a3e-4ca0-9e0f-cbae3f53dfee/",No,Passed "https://archtorontomu.scholarsportal.info/task/620133f0-3139-46e1-83f1-36daffc280ad/",No,Yes "https://archtorontomu.scholarsportal.info/task/734cb918-fae6-468c-a65c-678f055b3f06/",No,No,Passed "https://archtorontomu.scholarsportal.info/task/c556246b-602b-45f5-b748-0a47b1659fb0/"
RG456-05/RG456-05-06/RG456-05-06-09-004.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/7f25ebdf-1220-4225-932c-bfdf323a3bb9/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/84ed15bc-b4ec-45c0-bbeb-29affbcb37f8/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-17-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/b2d0bfd2-0ed7-4bf3-845e-6d4a9adc7ff2/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/054f8466-4379-42a9-a6a2-c1c340d77f25/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-33-003.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/c1e06eb0-3177-4c84-9eaf-5838f03f2e81/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/da120f54-9d3d-4edb-b642-7757ad01df03/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-23-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/55fa4918-65d8-472f-9865-4bb06b931205/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/e0ebc56d-cd37-40e9-86a1-03e9030d31e3/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-19-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/73b08832-b858-444d-a80d-2a0a4d2b1707/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/2ad0b2ed-ff99-4630-98b3-ebee60ec30f7/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-04-001.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/b07635d4-48d3-4036-9170-6ee1a01cf664/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/79fe6edf-7696-4455-8026-c0559b752bf0/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-09-003.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/fb44e844-1e60-4b5f-8b22-79094b2ad2bf/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/47c4765d-941d-4b94-b69f-feb56d9ade84/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-11-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/3a9242b0-aaa6-40ae-bb22-4bf3e0702106/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/f8c4f87f-6fc0-4b7b-8f70-1b57c5cc1524/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-03-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/db59f371-3323-4ce3-8810-b5a884022b1f/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/23162e7d-a720-4557-a09c-a3d8109b3fe9/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-25-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/7f5c988f-d589-4e83-91f8-ada551048851/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/34d8af85-2dac-4458-98b3-2d8a091ab569/",No,No,N/A
RG456-05/RG456-05-01/RG456-05-01-022.mp3,MPEG1/2AudioLayer3,Yes "https://archtorontomu.scholarsportal.info/task/8dde6895-ffc3-469f-8c5d-149d8436781d/",No,Passed "https://archtorontomu.scholarsportal.info/task/24dc44b5-78b7-4a65-95d8-24eed06fa870/",No,Yes "https://archtorontomu.scholarsportal.info/task/09d7520c-3629-4de5-b731-94af7c0944b4/",No,No,Passed "https://archtorontomu.scholarsportal.info/task/96325c37-5e28-41d4-a6dd-f51b00b7059d/"
RG456-05/RG456-05-06/RG456-05-06-32-004.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/a95972a2-f769-4453-bd52-627193514ade/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/1ef5a181-205a-4239-b5dd-1d07555ca3be/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-33-001.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/f444b92f-6488-4b81-8252-d23ea397b758/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/d1dd4250-2f40-4157-9021-c52d333eaaaf/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-06-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/723060eb-b73d-4085-9e4c-86b0246f0f5b/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/664d5341-df3b-4631-9093-5bbe805c4945/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-28-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/b641926c-9fe5-41b3-b7f6-18b87300f1f4/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/a31e5128-1037-465d-8fd1-c7e6c64ebc45/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-15-004.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/f7b9677d-b014-45d9-a25c-0befc182bec2/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/0df5286c-c9ae-49d2-958c-dec77a8f33d5/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-05-001.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/2cd04f7d-462d-49c9-8b54-c7d161268813/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/cac57993-56ae-4ec8-931f-75258412f245/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-30-004.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/3428b331-b28c-4ea4-8c14-90f36e0d911f/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/898d71ef-77b6-473b-a545-f297865f99f3/",No,No,N/A
RG456-05/RG456-05-01/RG456-05-01-005.mp3,MPEG1/2AudioLayer3,Yes "https://archtorontomu.scholarsportal.info/task/84533cd4-ba2b-4b10-a790-4a5fcd386a4d/",No,Passed "https://archtorontomu.scholarsportal.info/task/7942eb98-aa7c-422a-bd30-1ab68705115d/",No,Yes "https://archtorontomu.scholarsportal.info/task/48091d98-20e4-4390-afa0-93b7c483bc8f/",No,No,Passed "https://archtorontomu.scholarsportal.info/task/17136fd9-9395-4cee-8111-6f03e7060e4e/"
RG456-05/RG456-05-01/RG456-05-01-015.mp3,MPEG1/2AudioLayer3,Yes "https://archtorontomu.scholarsportal.info/task/508e82a9-f1cb-4942-adc3-0b5ba51d442d/",No,Passed "https://archtorontomu.scholarsportal.info/task/a1e8241b-888c-474a-bc0b-a3872f142720/",No,Yes "https://archtorontomu.scholarsportal.info/task/f7767f93-7324-4a79-a3f9-3d693cbbc1a5/",No,No,Passed "https://archtorontomu.scholarsportal.info/task/79d8aee8-92bb-4894-bf9a-7f8f2cdc018e/"
RG456-05/RG456-05-06/RG456-05-06-18-001.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/d85931f8-4377-48c7-b9fc-220257ff0621/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/666583a9-1104-445d-813a-aa4f4fd5a22e/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-24-003.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/b9025092-70b2-46f5-a947-2bf86d2277e7/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/466dce58-ee53-418d-90f7-15e8723eaaf8/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-23-003.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/ded2ce5a-9e49-4eef-8f47-bfc6e7022f94/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/1627c39e-21fc-4852-b96b-ff2432e14da4/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-14-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/8f3ed3fb-03b3-4c96-ad49-5f80d867d972/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/e102da33-e6f3-4821-93e6-78a4838158be/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-29-004.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/e128f795-38b7-4bec-a34e-c6f5b3e3b66d/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/88cf897f-02d7-4725-98e1-51f481e3c707/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-07-001.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/7c0d1328-9e44-4265-966e-8ebd2a3842b7/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/52b834d3-2fd5-4822-ae82-bd1ba680a625/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-22-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/7bd409c6-e9d1-4c30-ad20-e81ac5bdd82e/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/0bf62db4-fb6c-4a2c-9526-c132a3857e81/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-04-004.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/9d8058c8-c266-4e16-99f0-f7f39dfbc7eb/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/9c4a05ca-0d1c-4b1e-b420-db91907da61c/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-11-004.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/129cb848-fda6-4eda-b0ca-faa3f7f33b8f/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/5789a8ef-c7e7-4a66-9553-75d3976ae181/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-20-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/986a300f-6483-4b08-a03b-0b09c2cc7417/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/2e1f5cc9-6b74-4ab0-b52c-8e2b2f7ae61d/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-20-003.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/0b56ed15-f0f8-4c0b-be31-d98d248def2b/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/0b30ab14-714d-47c3-96da-c499b8fa155a/",No,No,N/A
RG456-05/RG456-05-01/RG456-05-01-018.mp3,MPEG1/2AudioLayer3,Yes "https://archtorontomu.scholarsportal.info/task/97328540-b708-4466-97ab-6c0b9f961043/",No,Passed "https://archtorontomu.scholarsportal.info/task/aa7d3b24-d24b-498d-a45c-449191ba17e3/",No,Yes "https://archtorontomu.scholarsportal.info/task/284c0f5f-7da3-4629-a8a3-48945a296866/",No,No,Passed "https://archtorontomu.scholarsportal.info/task/1e1bae73-4dbe-411b-b375-f106459396ae/"
RG456-05/RG456-05-01/RG456-05-01-003.mp3,MPEG1/2AudioLayer3,Yes "https://archtorontomu.scholarsportal.info/task/cd9e7986-53d8-4ef6-803d-eb7c48ca2dd5/",No,Passed "https://archtorontomu.scholarsportal.info/task/a5e8a26e-f1dc-4ede-93c1-bd17ec7824dc/",No,Yes "https://archtorontomu.scholarsportal.info/task/acb825da-aef5-4238-82aa-b0695d995482/",No,No,Passed "https://archtorontomu.scholarsportal.info/task/11c96265-9d12-44d1-a2c8-2bb66a2ad5b2/"
RG456-05/RG456-05-01/RG456-05-01-008.mp3,MPEG1/2AudioLayer3,Yes "https://archtorontomu.scholarsportal.info/task/87be4fb1-ad60-434c-a73f-46572a15a882/",No,Passed "https://archtorontomu.scholarsportal.info/task/e36c7321-2479-4144-b532-3379f6749067/",No,Yes "https://archtorontomu.scholarsportal.info/task/b50c152d-11e7-428a-9645-9bc12e662892/",No,No,Passed "https://archtorontomu.scholarsportal.info/task/2cced7a4-f8f5-4405-8909-31778b209092/"
RG456-05/RG456-05-06/RG456-05-06-33-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/24a11dab-ccf8-43e6-b600-099f8c030784/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/614a541a-5c5b-46fb-ac82-e043c883891b/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-31-003.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/cb02cab7-7f4f-404b-8764-393fb8ad5f71/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/a0843b31-0fdd-4f73-a323-21ea164038cb/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-04-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/466be13c-d3c0-41de-afb7-be0010b1c885/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/40abbaab-ec8c-4bd3-8d17-e69fd03609fa/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-05-002.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/ea7f80e5-e302-4259-9f21-12089ac21847/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/2271b814-491f-4fe1-8802-8d483ee47e1f/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-25-001.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/39341b1b-6d5b-4d79-81d1-c3794b677c08/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/918203c0-fb94-49dd-b76e-ad5d4ffa7af6/",No,No,N/A
RG456-05/RG456-05-06/RG456-05-06-19-003.wav,WaveformAudio(PCMWAVEFORMAT),No "https://archtorontomu.scholarsportal.info/task/f8ea634e-81d9-4276-99cb-617eb4289192/",No,N/A,Yes,Yes "https://archtorontomu.scholarsportal.info/task/1adab1dd-a16b-4d9f-81dc-e18ffb62412b/",No,No,N/A
